rt,subject_id,group,phase,task,block,trial_n,watch_only,prop_SC,prop_OC,prop_R,trial_colour,trial_size,trial_velocity,trial_role,pressed,outcome,outcome_shown,completion_ms,completion_min
783.0,63f93b47bb0c1a1aca131480,A,outcome,1,2,46,0,size,colour,velocity,blue,large,slow,SC,1,1,1,1554593,25.909883333333333
838.0,63f93b47bb0c1a1aca131480,A,outcome,1,2,47,0,size,colour,velocity,blue,large,fast,SC,1,1,1,1554593,25.909883333333333
14.0,63f93b47bb0c1a1aca131480,A,outcome,1,2,48,0,size,colour,velocity,red,large,slow,SC,1,0,1,1554593,25.909883333333333
368.0,63f93b47bb0c1a1aca131480,A,outcome,1,2,49,0,size,colour,velocity,red,large,fast,SC,1,1,1,1554593,25.909883333333333
661.0,63f93b47bb0c1a1aca131480,A,outcome,1,2,50,0,size,colour,velocity,blue,large,fast,SC,1,1,1,1554593,25.909883333333333
664.0,63f93b47bb0c1a1aca131480,A,outcome,1,2,51,0,size,colour,velocity,red,small,fast,R,1,0,1,1554593,25.909883333333333
393.0,63f93b47bb0c1a1aca131480,A,outcome,1,2,52,0,size,colour,velocity,red,small,fast,R,1,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,1,2,53,0,size,colour,velocity,red,small,fast,R,0,0,1,1554593,25.909883333333333
1586.0,63f93b47bb0c1a1aca131480,A,outcome,1,2,54,0,size,colour,velocity,red,large,fast,SC,1,1,1,1554593,25.909883333333333
466.0,63f93b47bb0c1a1aca131480,A,outcome,1,2,55,0,size,colour,velocity,red,large,fast,SC,1,1,1,1554593,25.909883333333333
506.0,63f93b47bb0c1a1aca131480,A,outcome,1,2,56,0,size,colour,velocity,red,large,slow,SC,1,1,1,1554593,25.909883333333333
493.0,63f93b47bb0c1a1aca131480,A,outcome,1,2,57,0,size,colour,velocity,red,large,fast,SC,1,1,1,1554593,25.909883333333333
335.0,63f93b47bb0c1a1aca131480,A,outcome,1,2,58,0,size,colour,velocity,blue,large,slow,SC,1,1,1,1554593,25.909883333333333
98.0,63f93b47bb0c1a1aca131480,A,outcome,1,2,59,0,size,colour,velocity,red,large,slow,SC,1,1,1,1554593,25.909883333333333
221.0,63f93b47bb0c1a1aca131480,A,outcome,1,2,60,0,size,colour,velocity,blue,large,slow,SC,1,1,1,1554593,25.909883333333333
1174.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,1,0,size,colour,velocity,red,large,fast,SC,1,1,0,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,1,3,2,0,size,colour,velocity,red,small,fast,R,0,0,0,1554593,25.909883333333333
1313.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,3,0,size,colour,velocity,red,large,slow,SC,1,1,0,1554593,25.909883333333333
708.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,4,0,size,colour,velocity,red,large,slow,SC,1,1,0,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,1,3,5,0,size,colour,velocity,red,small,fast,R,0,0,0,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,1,3,6,0,size,colour,velocity,red,small,fast,R,0,0,0,1554593,25.909883333333333
1228.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,7,0,size,colour,velocity,red,small,slow,R,1,0,0,1554593,25.909883333333333
865.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,8,0,size,colour,velocity,red,large,slow,SC,1,1,0,1554593,25.909883333333333
518.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,9,0,size,colour,velocity,red,large,slow,SC,1,1,0,1554593,25.909883333333333
1100.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,10,0,size,colour,velocity,red,large,fast,SC,1,1,0,1554593,25.909883333333333
611.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,11,0,size,colour,velocity,red,large,fast,SC,1,1,0,1554593,25.909883333333333
722.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,12,0,size,colour,velocity,red,large,slow,SC,1,1,0,1554593,25.909883333333333
1022.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,13,0,size,colour,velocity,blue,large,slow,SC,1,1,0,1554593,25.909883333333333
824.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,14,0,size,colour,velocity,red,large,fast,SC,1,1,0,1554593,25.909883333333333
904.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,15,0,size,colour,velocity,red,large,fast,SC,1,1,0,1554593,25.909883333333333
864.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,16,0,size,colour,velocity,blue,large,fast,SC,1,0,0,1554593,25.909883333333333
1617.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,17,0,size,colour,velocity,blue,small,slow,OC,1,1,0,1554593,25.909883333333333
837.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,18,0,size,colour,velocity,red,large,fast,SC,1,1,0,1554593,25.909883333333333
826.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,19,0,size,colour,velocity,blue,small,fast,OC,1,1,0,1554593,25.909883333333333
827.0,63f93b47bb0c1a1aca131480,A,outcome,1,3,20,0,size,colour,velocity,red,large,fast,SC,1,1,0,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,1,1,1,size,velocity,colour,purple,large,fast,SC,0,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,1,2,1,size,velocity,colour,purple,large,fast,SC,0,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,1,3,1,size,velocity,colour,green,small,slow,R,0,1,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,1,4,1,size,velocity,colour,green,small,fast,R,0,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,1,5,1,size,velocity,colour,purple,small,fast,OC,0,1,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,1,6,1,size,velocity,colour,purple,large,slow,SC,0,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,1,7,1,size,velocity,colour,green,large,slow,SC,0,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,1,8,1,size,velocity,colour,purple,large,fast,SC,0,1,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,1,9,1,size,velocity,colour,green,large,fast,SC,0,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,1,10,1,size,velocity,colour,purple,large,fast,SC,0,0,1,1554593,25.909883333333333
889.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,1,0,size,velocity,colour,purple,small,fast,OC,1,0,1,1554593,25.909883333333333
2048.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,2,0,size,velocity,colour,purple,small,slow,OC,1,1,1,1554593,25.909883333333333
2153.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,3,0,size,velocity,colour,purple,small,slow,OC,1,1,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,4,0,size,velocity,colour,green,large,fast,SC,0,0,1,1554593,25.909883333333333
3126.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,5,0,size,velocity,colour,green,small,fast,R,1,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,6,0,size,velocity,colour,green,large,fast,SC,0,0,1,1554593,25.909883333333333
2949.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,7,0,size,velocity,colour,green,large,slow,SC,1,1,1,1554593,25.909883333333333
2211.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,8,0,size,velocity,colour,green,small,slow,R,1,0,1,1554593,25.909883333333333
2633.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,9,0,size,velocity,colour,purple,large,fast,SC,1,1,1,1554593,25.909883333333333
3918.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,10,0,size,velocity,colour,purple,small,slow,OC,1,1,1,1554593,25.909883333333333
2955.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,11,0,size,velocity,colour,purple,large,slow,SC,1,1,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,12,0,size,velocity,colour,purple,large,fast,SC,0,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,13,0,size,velocity,colour,green,large,slow,SC,0,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,14,0,size,velocity,colour,green,large,slow,SC,0,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,15,0,size,velocity,colour,green,large,fast,SC,0,0,1,1554593,25.909883333333333
2139.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,16,0,size,velocity,colour,purple,large,slow,SC,1,1,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,17,0,size,velocity,colour,purple,large,fast,SC,0,0,1,1554593,25.909883333333333
2811.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,18,0,size,velocity,colour,green,small,slow,R,1,0,1,1554593,25.909883333333333
2430.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,19,0,size,velocity,colour,green,large,fast,SC,1,1,1,1554593,25.909883333333333
3399.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,20,0,size,velocity,colour,green,large,slow,SC,1,1,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,21,0,size,velocity,colour,green,small,fast,R,0,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,22,0,size,velocity,colour,green,large,slow,SC,0,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,23,0,size,velocity,colour,purple,small,fast,OC,0,1,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,24,0,size,velocity,colour,purple,large,fast,SC,0,0,1,1554593,25.909883333333333
3746.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,25,0,size,velocity,colour,green,small,slow,R,1,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,26,0,size,velocity,colour,green,small,slow,R,0,0,1,1554593,25.909883333333333
1828.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,27,0,size,velocity,colour,purple,large,fast,SC,1,1,1,1554593,25.909883333333333
1446.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,28,0,size,velocity,colour,purple,large,fast,SC,1,1,1,1554593,25.909883333333333
2153.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,29,0,size,velocity,colour,purple,large,fast,SC,1,1,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,30,0,size,velocity,colour,green,small,fast,R,0,0,1,1554593,25.909883333333333
3495.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,31,0,size,velocity,colour,green,small,slow,R,1,0,1,1554593,25.909883333333333
2844.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,32,0,size,velocity,colour,green,large,fast,SC,1,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,33,0,size,velocity,colour,green,small,fast,R,0,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,34,0,size,velocity,colour,green,large,fast,SC,0,1,1,1554593,25.909883333333333
3079.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,35,0,size,velocity,colour,purple,small,fast,OC,1,1,1,1554593,25.909883333333333
2513.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,36,0,size,velocity,colour,purple,large,slow,SC,1,1,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,37,0,size,velocity,colour,green,small,fast,R,0,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,38,0,size,velocity,colour,green,large,fast,SC,0,0,1,1554593,25.909883333333333
1261.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,39,0,size,velocity,colour,purple,large,slow,SC,1,1,1,1554593,25.909883333333333
1550.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,40,0,size,velocity,colour,purple,large,slow,SC,1,1,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,41,0,size,velocity,colour,green,small,fast,R,0,1,1,1554593,25.909883333333333
2035.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,42,0,size,velocity,colour,green,large,fast,SC,1,1,1,1554593,25.909883333333333
2291.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,43,0,size,velocity,colour,purple,small,fast,OC,1,1,1,1554593,25.909883333333333
2512.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,44,0,size,velocity,colour,purple,large,fast,SC,1,1,1,1554593,25.909883333333333
2073.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,45,0,size,velocity,colour,green,large,slow,SC,1,1,1,1554593,25.909883333333333
1801.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,46,0,size,velocity,colour,green,small,slow,R,1,0,1,1554593,25.909883333333333
1453.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,47,0,size,velocity,colour,purple,small,slow,OC,1,1,1,1554593,25.909883333333333
3486.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,48,0,size,velocity,colour,green,small,slow,R,1,0,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,49,0,size,velocity,colour,green,large,slow,SC,0,0,1,1554593,25.909883333333333
931.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,50,0,size,velocity,colour,purple,large,slow,SC,1,1,1,1554593,25.909883333333333
2310.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,51,0,size,velocity,colour,green,large,fast,SC,1,1,1,1554593,25.909883333333333
611.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,52,0,size,velocity,colour,green,large,fast,SC,1,1,1,1554593,25.909883333333333
635.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,53,0,size,velocity,colour,green,large,fast,SC,1,1,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,54,0,size,velocity,colour,green,small,slow,R,0,0,1,1554593,25.909883333333333
1212.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,55,0,size,velocity,colour,green,large,fast,SC,1,1,1,1554593,25.909883333333333
1420.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,56,0,size,velocity,colour,purple,large,slow,SC,1,1,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,2,57,0,size,velocity,colour,green,large,slow,SC,0,0,1,1554593,25.909883333333333
1341.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,58,0,size,velocity,colour,green,large,fast,SC,1,1,1,1554593,25.909883333333333
1333.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,59,0,size,velocity,colour,purple,large,fast,SC,1,1,1,1554593,25.909883333333333
1323.0,63f93b47bb0c1a1aca131480,A,outcome,2,2,60,0,size,velocity,colour,purple,large,fast,SC,1,1,1,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,3,1,0,size,velocity,colour,green,large,slow,SC,0,0,0,1554593,25.909883333333333
2180.0,63f93b47bb0c1a1aca131480,A,outcome,2,3,2,0,size,velocity,colour,purple,small,fast,OC,1,1,0,1554593,25.909883333333333
1416.0,63f93b47bb0c1a1aca131480,A,outcome,2,3,3,0,size,velocity,colour,green,large,fast,SC,1,1,0,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,3,4,0,size,velocity,colour,purple,small,slow,OC,0,1,0,1554593,25.909883333333333
1180.0,63f93b47bb0c1a1aca131480,A,outcome,2,3,5,0,size,velocity,colour,purple,large,fast,SC,1,1,0,1554593,25.909883333333333
1387.0,63f93b47bb0c1a1aca131480,A,outcome,2,3,6,0,size,velocity,colour,green,large,fast,SC,1,1,0,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,3,7,0,size,velocity,colour,green,large,fast,SC,0,0,0,1554593,25.909883333333333
1969.0,63f93b47bb0c1a1aca131480,A,outcome,2,3,8,0,size,velocity,colour,purple,large,slow,SC,1,1,0,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,3,9,0,size,velocity,colour,green,large,slow,SC,0,0,0,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,3,10,0,size,velocity,colour,purple,small,slow,OC,0,1,0,1554593,25.909883333333333
761.0,63f93b47bb0c1a1aca131480,A,outcome,2,3,11,0,size,velocity,colour,purple,large,fast,SC,1,1,0,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,3,12,0,size,velocity,colour,green,small,slow,R,0,0,0,1554593,25.909883333333333
1497.0,63f93b47bb0c1a1aca131480,A,outcome,2,3,13,0,size,velocity,colour,purple,large,slow,SC,1,1,0,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,3,14,0,size,velocity,colour,green,large,slow,SC,0,0,0,1554593,25.909883333333333
1077.0,63f93b47bb0c1a1aca131480,A,outcome,2,3,15,0,size,velocity,colour,purple,small,fast,OC,1,1,0,1554593,25.909883333333333
908.0,63f93b47bb0c1a1aca131480,A,outcome,2,3,16,0,size,velocity,colour,purple,large,fast,SC,1,1,0,1554593,25.909883333333333
,63f93b47bb0c1a1aca131480,A,outcome,2,3,17,0,size,velocity,colour,green,large,slow,SC,0,0,0,1554593,25.909883333333333
735.0,63f93b47bb0c1a1aca131480,A,outcome,2,3,18,0,size,velocity,colour,purple,large,fast,SC,1,1,0,1554593,25.909883333333333
890.0,63f93b47bb0c1a1aca131480,A,outcome,2,3,19,0,size,velocity,colour,purple,large,fast,SC,1,1,0,1554593,25.909883333333333
1479.0,63f93b47bb0c1a1aca131480,A,outcome,2,3,20,0,size,velocity,colour,green,large,fast,SC,1,1,0,1554593,25.909883333333333
,644963b432e6a701b58ea4ac,B,outcome,1,1,1,1,size,colour,velocity,blue,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,1,2,1,size,colour,velocity,red,large,slow,R,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,1,3,1,size,colour,velocity,blue,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,1,4,1,size,colour,velocity,red,large,fast,R,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,1,5,1,size,colour,velocity,blue,large,fast,OC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,1,6,1,size,colour,velocity,blue,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,1,7,1,size,colour,velocity,blue,large,fast,OC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,1,8,1,size,colour,velocity,blue,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,1,9,1,size,colour,velocity,red,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,1,10,1,size,colour,velocity,red,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,1,0,size,colour,velocity,red,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,2,0,size,colour,velocity,blue,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,3,0,size,colour,velocity,red,large,fast,R,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,4,0,size,colour,velocity,blue,large,fast,OC,0,1,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,5,0,size,colour,velocity,blue,large,slow,OC,0,1,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,6,0,size,colour,velocity,red,small,fast,SC,0,0,1,1582280,26.371333333333332
3140.0,644963b432e6a701b58ea4ac,B,outcome,1,2,7,0,size,colour,velocity,blue,small,fast,SC,1,1,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,8,0,size,colour,velocity,red,small,slow,SC,0,0,1,1582280,26.371333333333332
2468.0,644963b432e6a701b58ea4ac,B,outcome,1,2,9,0,size,colour,velocity,red,small,fast,SC,1,1,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,10,0,size,colour,velocity,red,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,11,0,size,colour,velocity,red,small,slow,SC,0,0,1,1582280,26.371333333333332
2670.0,644963b432e6a701b58ea4ac,B,outcome,1,2,12,0,size,colour,velocity,red,large,fast,R,1,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,13,0,size,colour,velocity,blue,small,slow,SC,0,0,1,1582280,26.371333333333332
2684.0,644963b432e6a701b58ea4ac,B,outcome,1,2,14,0,size,colour,velocity,red,small,fast,SC,1,1,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,15,0,size,colour,velocity,blue,large,slow,OC,0,1,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,16,0,size,colour,velocity,blue,large,slow,OC,0,1,1,1582280,26.371333333333332
3176.0,644963b432e6a701b58ea4ac,B,outcome,1,2,17,0,size,colour,velocity,blue,large,slow,OC,1,1,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,18,0,size,colour,velocity,red,small,slow,SC,0,0,1,1582280,26.371333333333332
3226.0,644963b432e6a701b58ea4ac,B,outcome,1,2,19,0,size,colour,velocity,blue,large,fast,OC,1,1,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,20,0,size,colour,velocity,red,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,21,0,size,colour,velocity,red,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,22,0,size,colour,velocity,red,large,fast,R,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,23,0,size,colour,velocity,blue,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,24,0,size,colour,velocity,blue,small,fast,SC,0,0,1,1582280,26.371333333333332
3975.0,644963b432e6a701b58ea4ac,B,outcome,1,2,25,0,size,colour,velocity,blue,small,fast,SC,1,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,26,0,size,colour,velocity,blue,large,slow,OC,0,1,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,27,0,size,colour,velocity,red,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,28,0,size,colour,velocity,blue,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,29,0,size,colour,velocity,red,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,30,0,size,colour,velocity,red,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,31,0,size,colour,velocity,red,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,32,0,size,colour,velocity,red,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,33,0,size,colour,velocity,red,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,34,0,size,colour,velocity,red,large,slow,R,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,35,0,size,colour,velocity,blue,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,36,0,size,colour,velocity,red,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,37,0,size,colour,velocity,red,large,slow,R,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,38,0,size,colour,velocity,blue,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,39,0,size,colour,velocity,red,large,fast,R,0,0,1,1582280,26.371333333333332
2988.0,644963b432e6a701b58ea4ac,B,outcome,1,2,40,0,size,colour,velocity,red,small,fast,SC,1,1,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,41,0,size,colour,velocity,blue,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,42,0,size,colour,velocity,blue,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,43,0,size,colour,velocity,blue,large,fast,OC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,44,0,size,colour,velocity,red,large,fast,R,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,45,0,size,colour,velocity,blue,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,46,0,size,colour,velocity,blue,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,47,0,size,colour,velocity,red,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,48,0,size,colour,velocity,red,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,49,0,size,colour,velocity,blue,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,50,0,size,colour,velocity,red,large,slow,R,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,51,0,size,colour,velocity,blue,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,52,0,size,colour,velocity,blue,small,fast,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,53,0,size,colour,velocity,blue,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,54,0,size,colour,velocity,blue,large,slow,OC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,55,0,size,colour,velocity,red,large,slow,R,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,56,0,size,colour,velocity,blue,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,57,0,size,colour,velocity,blue,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,58,0,size,colour,velocity,red,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,59,0,size,colour,velocity,blue,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,2,60,0,size,colour,velocity,red,small,slow,SC,0,0,1,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,3,1,0,size,colour,velocity,blue,small,fast,SC,0,0,0,1582280,26.371333333333332
,644963b432e6a701b58ea4ac,B,outcome,1,3,2,0,size,colour,velocity,red,large,fast,R,0,0,0,1582280,26.371333333333332
